Schedule E: Merchandise,,,,,,
Own/Other,Type,Description,Year of Manufacture,Year of purchase,Purchase price,Estimated market value
,,,,,,
,,"Knobs, Tubes, Cleats",,,,
own,Finished Goods or Products,14x W183CPSWLHMNS - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,465.50,1246.00
own,Finished Goods or Products,1x W183CPSWLHS - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,33.25,89.00
own,Finished Goods or Products,200x W183CPSWSHF - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,64.00,200.00
own,Finished Goods or Products,32x W183CPSWSHMNS - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,1064.00,2848.00
own,Finished Goods or Products,2x W183CPSWSHS - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,66.50,178.00
own,Finished Goods or Products,850x W183CPTQXXF - 3-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,272.00,850.00
own,Finished Goods or Products,7x W183CPTQXXMNS - 3-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,8x W183CPTQXXS - 3-CONDUCTOR 18-GAUGE TURQUOISE COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,266.00,712.00
own,Finished Goods or Products,419x W183CPWHXXF - 3-CONDUCTOR 18-GAUGE WHITE COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,134.08,419.00
own,Finished Goods or Products,13x W183CPWHXXMNS - 3-CONDUCTOR 18-GAUGE WHITE COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,432.25,1157.00
own,Finished Goods or Products,3x W183CPWHXXS - 3-CONDUCTOR 18-GAUGE WHITE COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,9x W183RPBKXXF - 3-CONDUCTOR 18-GAUGE BLACK RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,3.33,9.45
own,Finished Goods or Products,175x W183RPGDXXF - 3-CONDUCTOR 18-GAUGE GOLD RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,64.75,183.75
own,Finished Goods or Products,8x W183RPGDXXMNS - 3-CONDUCTOR 18-GAUGE GOLD RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,304.40,712.00
own,Finished Goods or Products,1x W183RPGDXXS - 3-CONDUCTOR 18-GAUGE GOLD RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,38.05,89.00
own,Finished Goods or Products,335x W183RPPWXXF - 3-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,123.95,351.75
own,Finished Goods or Products,9x W183RPPWXXMNS - 3-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,342.45,801.00
own,Finished Goods or Products,3x W183RPPWXXS - 3-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,114.15,267.00
own,Finished Goods or Products,300x W183RPSTXXF - 3-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,111.00,315.00
own,Finished Goods or Products,13x W183RPSTXXMNS - 3-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,494.65,1157.00
own,Finished Goods or Products,1x W183RPSTXXS - 3-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,38.05,89.00
own,Finished Goods or Products,7x W183RPWHXXF - 3-CONDUCTOR 18-GAUGE WHITE RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,2.59,7.35
own,Finished Goods or Products,15x W183RPWHXXMNS - 3-CONDUCTOR 18-GAUGE WHITE RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,570.75,1335.00
own,Finished Goods or Products,4880x W202RTBKXXF - 2-CONDUCTOR 20-GAUGE BLACK RAYON TWISTED WIRE (By the foot),,~last 3 years,683.20,5856.00
own,Finished Goods or Products,9x W202RTBKXXS - 2-CONDUCTOR 20-GAUGE BLACK RAYON TWISTED WIRE (By the 100-foot spool),,~last 3 years,140.04,495.00
own,Finished Goods or Products,380x W202RTGDXXF - 2-CONDUCTOR 20-GAUGE GOLD RAYON TWISTED WIRE (By the foot),,~last 3 years,53.20,456.00
own,Finished Goods or Products,1x W202RTGDXXS - 2-CONDUCTOR 20-GAUGE GOLD RAYON TWISTED WIRE (By the 100-foot spool),,~last 3 years,15.56,55.00
own,Finished Goods or Products,411x W202RTSTXXF - 2-CONDUCTOR 20-GAUGE SILVER RAYON TWISTED WIRE (By the foot),,~last 3 years,57.54,493.20
own,Finished Goods or Products,4x W202RTSTXXS - 2-CONDUCTOR 20-GAUGE SILVER RAYON TWISTED WIRE (By the 100-foot spool),,~last 3 years,62.24,220.00
own,Finished Goods or Products,3x W222CTDB250S - 2-CONDUCTOR 22-GAUGE DARK BROWN COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,88.20,240.00
own,Finished Goods or Products,291x W222RTWHXXF - 2-CONDUCTOR 22-GAUGE WHITE RAYON TWISTED WIRE (By the foot),,~last 3 years,40.74,291.00
own,Finished Goods or Products,3x W222RTWHXXS - 2-CONDUCTOR 22-GAUGE WHITE RAYON TWISTED WIRE (By the 100-foot spool),,~last 3 years,46.68,120.00
own,Finished Goods or Products,150x WCUTMX18MX10 - Wire Cutting (Default Title),,~last 3 years,,45.00
,,  Subtotal: Wire,,,69668.55,327694.85
,,,,,,
,,Miscellaneous,,,,
own,Finished Goods or Products,"338x GROMMET - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (Default Title)",,~last 3 years,,169.00
own,Finished Goods or Products,"30x HRPHDAB10 - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (antique brass)",,~last 3 years,37.80,60.00
own,Finished Goods or Products,"47x HRPHDAB8 - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (antique brass)",,~last 3 years,55.46,94.00
own,Finished Goods or Products,"32x HRPHDAB9 - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (antique brass)",,~last 3 years,39.36,64.00
own,Finished Goods or Products,"107x HRPHDAB9.5 - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (antique brass)",,~last 3 years,131.61,214.00
own,Finished Goods or Products,"13x HRPHDBR10 - GROMMET: Black Rubber, 1/2"" diameter for wireway hole (brass)",,~last 3 years,14.30,26.00
own,Finished Goods or Products,"335x LKNTHX916x18 - Locknut,  Zinc-Plated, 9/16"" Hex., 1/8"" thick (Default Title)",,~last 3 years,20.10,83.75
,,  Subtotal: Miscellaneous,,,298.63,710.75
,,,,,,
,,GRAND TOTAL,,,112058.09,425582.00
